Country Name,Code,income,education,GDP growth,GDP,gini,gni,educational expenditure,inflation,elderly,population density,undernourishment,unemployment
,,Adjusted net national income per capita (constant 2015 US$),"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",GDP per capita growth (annual %),"GDP per capita, PPP (current international $)",Gini index,"GNI, PPP (current international $)","Government expenditure on education, total (% of government expenditure)","Inflation, consumer prices (annual %)",Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (national estimate)"
Switzerland,CHE,64138.96532,..,0.491609145,72033.92944,..,5.96E+11,..,0.36288618,18.83799606,217.0076296,2.5,4.389999866
Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,4.691855102,92.95938572,..,..
Tajikistan,TJK,..,..,4.863694198,3732.561094,..,40367715127,18.65759087,..,3.085961212,67.15918294,..,..
Tanzania,TZA,917.0905762,..,2.719329493,2772.928467,..,1.58E+11,..,3.46428058,2.620541103,65.48369948,23.4,..
Thailand,THA,..,..,1.862439871,19216.84294,34.9,1.29E+12,13.65980244,0.706728601,12.40625033,136.28292,8,0.720000029
Timor-Leste,TLS,1365.64156,..,17.21141038,3779.735417,..,6517803458,..,0.95881274,4.286535114,86.96166779,25,..
Togo,TGO,600.4686614,..,2.938181662,2211.453835,..,17928527580,..,0.685897591,2.887347591,148.6000919,20.1,..
Tonga,TON,..,..,-0.517228593,6646.509196,..,750546618.7,11.92780018,1.179543348,5.94196796,145.1347222,..,..
Trinidad and Tobago,TTO,..,..,-0.538413534,27959.52908,..,38011534642,10.62077999,1.00054293,11.11820802,271.9237817,7.3,..
Tunisia,TUN,3943.546052,..,0.200226886,11902.86201,..,1.35E+11,..,6.720075329,8.593468556,75.27498069,2.6,15.13000011
Turkiye,TUR,..,..,-0.427943737,26867.47031,41.9,2.20E+12,..,15.17682157,8.726283826,108.4022283,2.5,13.67000008
Turkmenistan,TKM,..,..,4.668637453,16194.21262,..,92705238127,23.01025009,..,4.592425324,12.64463644,3.5,..
Turks and Caicos Islands,TCA,..,..,3.871285561,30485.60747,..,1126443661,9.615440369,..,..,40.20421053,..,..
Tuvalu,TUV,..,..,12.32858474,4718.773043,..,73310060.97,..,..,..,388.5,..,..
Uganda,UGA,773.9090529,..,2.734740728,2275.02815,42.7,98104959292,11.47000027,2.86909425,1.962550187,220.7739228,..,..
Ukraine,UKR,2280.072021,..,3.793723912,13345.38281,26.6,5.68E+11,13.15972996,7.886717456,16.70499039,76.60718502,2.6,8.18999958
United Arab Emirates,ARE,36460.72754,54.09270859,1.934431483,71144.71598,..,6.99E+11,12.67881966,-1.931081148,1.156549456,137.5742889,6,2.329999924
United Kingdom,GBR,..,..,1.099995912,49041.46355,..,3.26E+12,..,1.738104601,18.50869564,276.2630802,2.5,3.74000001
United States,USA,51954.79529,..,1.824124482,65094.79943,41.5,2.17E+13,..,1.812210075,16.20960614,35.89317567,2.5,3.670000076
Uruguay,URY,13404.04017,..,-0.010198984,24004.82114,39.7,79082601189,15.14500999,7.881988709,14.94124043,19.77905954,2.5,8.729999542
Uzbekistan,UZB,..,69.17845154,3.744517567,7658.27241,..,2.60E+11,25.59158516,..,4.595215725,76.22283256,2.5,8.979999542
Vanuatu,VUT,3347.021048,..,0.760014262,3248.129217,32.3,1051246550,5.588349819,2.762520194,3.616088995,24.60065628,12.4,5.440000057
"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,7.610990373,32.32903917,24.9,..
Vietnam,VNM,..,13.5181303,6.132342731,10561.97128,..,9.67E+11,14.02956963,2.795823675,7.553672942,307.7638253,6.2,1.679999948
Virgin Islands (U.S.),VIR,..,..,3.097666614,..,..,..,..,..,19.87511714,304.7685714,..,..
West Bank and Gaza,PSE,..,..,-1.151613665,6509.035299,..,35892215219,17.71245003,1.580183336,3.1734124,778.2900332,..,25.34000015
"Yemen, Rep.",YEM,..,..,-0.906172894,..,..,..,..,..,2.902140675,55.23405118,42.8,..
Zambia,ZMB,..,..,-1.451364465,3616.903819,..,63480300317,15.29187012,9.150316443,2.115314738,24.02646525,..,5.539999962
Zimbabwe,ZWE,..,..,-7.46862686,2408.154197,50.3,34559560034,..,255.3049908,2.980608063,37.85827323,..,7.369999886
Africa Eastern and Southern,AFE,1328.238081,..,-0.59503653,3814.846625,..,2.45E+12,15.35271645,4.12024587,3.152509118,44.46204454,25.02709076,..
Africa Western and Central,AFW,1454.811335,..,0.504841729,4335.409188,..,1.87E+12,14.15939045,1.758565176,2.784950465,49.40553474,12.44951253,..
Arab World,ARB,5489.179746,..,-0.317407141,15054.80357,..,6.39E+12,12.03050995,1.091848027,4.657837502,32.66048914,11.64911565,..
Caribbean small states,CSS,..,..,0.522416093,16854.74292,..,1.20E+11,13.96738482,1.431355982,9.000634833,18.28180561,6.970011605,..
Central Europe and the Baltics,CEB,12213.53522,..,4.214346745,33774.73529,..,3.35E+12,..,2.664561334,18.95293535,92.66891579,2.597978559,3.782108283
Early-demographic dividend,EAR,3027.196556,..,1.072182439,9782.709966,..,3.18E+13,15.55635834,2.759808735,5.969410767,98.77611735,11.67246844,5.769200368
East Asia & Pacific,EAS,8535.467981,..,3.421764234,18376.44353,..,4.31E+13,16.53417969,1.627243671,11.1830651,95.94212843,3.985913256,4.231491379
East Asia & Pacific (excluding high income),EAP,6042.717188,..,5.175263936,15034.14597,..,3.14E+13,14.02956963,1.857838416,9.938567342,131.2938843,4.119682581,4.360950009
East Asia & Pacific (IDA & IBRD countries),TEA,6109.774332,..,5.173916244,15200.89164,..,3.14E+13,14.02956963,1.857838416,9.946972538,130.6727224,3.639386656,4.360950009
Euro area,EMU,30493.30063,..,1.487465371,48853.59872,..,1.68E+13,..,1.445667015,20.852291,127.7187419,2.519121515,7.535048531
Europe & Central Asia,ECS,19860.53367,..,1.514579269,36744.02403,..,3.36E+13,..,1.763735865,16.61834586,33.55165268,2.581697504,6.747412608
Europe & Central Asia (excluding high income),ECA,..,..,1.758655618,22757.90674,..,8.83E+12,13.76976538,2.675992026,12.01038542,17.83257875,2.675071841,7.466617851
Europe & Central Asia (IDA & IBRD countries),TEC,7121.409214,..,2.309848435,24119.15816,..,1.08E+13,13.43000031,2.643281927,12.87998678,20.04423056,2.651023743,6.939566187
European Union,EUU,27359.89411,..,1.763444784,46074.83544,..,2.06E+13,..,1.630522608,20.46010496,111.8990265,2.522434942,6.692084809
Fragile and conflict affected situations,FCS,1570.75246,..,0.074071542,4912.554067,..,4.54E+12,..,2.452802141,4.045408012,45.96119943,19.7667976,..
Heavily indebted poor countries (HIPC),HPC,882.9638541,..,1.350890074,2714.544572,..,2.12E+12,14.59023952,2.685373553,3.048539172,41.336209,23.33309435,..
High income,HIC,35186.55384,..,1.368345087,51771.86332,..,6.44E+13,..,1.570831757,18.27172981,35.0338344,2.653615826,4.797537354
IBRD only,IBD,5044.589235,..,3.158646951,14018.36683,..,6.66E+13,14.06955004,2.598016203,8.796989366,67.91092476,7.292011049,5.741014793
IDA & IBRD total,IBT,4054.287058,..,2.783904746,11439.80137,..,7.32E+13,14.13446045,2.610571828,7.453002536,67.61012518,9.770060432,5.804652524
IDA blend,IDB,1546.311631,..,0.464640683,5348.039853,..,2.94E+12,14.09466934,1.989587441,3.46532891,128.0804486,13.66054069,7.334561784
IDA only,IDX,1016.173758,..,2.909479777,3331.420313,..,3.67E+12,14.59023952,2.744170618,3.617195922,53.73036714,20.06699914,..
IDA total,IDA,1190.517038,..,1.740590094,3999.338097,..,6.59E+12,14.40201473,2.68068279,3.56609614,66.75596023,17.73066091,..
Late-demographic dividend,LTE,7376.625427,..,4.221012672,18276.29653,..,4.14E+13,13.65980244,2.161762581,11.18553479,51.80559731,3.523757638,5.552467749
Latin America & Caribbean,LCN,7171.21573,..,-0.201499997,16600.60912,..,1.03E+13,14.62930584,2.371678594,8.701930011,32.25871082,7.133410958,8.118735943
Latin America & Caribbean (excluding high income),LAC,6836.497438,..,-0.351334451,15915.29055,..,9.02E+12,17.31398964,2.174084133,8.54402694,32.26929887,6.455490363,8.155727495
Latin America & the Caribbean (IDA & IBRD countries),TLA,7086.278892,..,-0.22589469,16516.14332,..,1.01E+13,14.43205976,2.091638622,8.515293834,31.6692524,7.218301703,8.117881844
Least developed countries: UN classification,LDC,991.3335766,..,2.464103993,3263.89536,..,3.34E+12,13.01280975,3.094173989,3.563082544,50.64607976,21.15040438,..
Low & middle income,LMY,3917.844173,..,2.774204287,11079.9609,..,7.01E+13,14.21378994,2.705597298,7.346422206,68.41081109,9.925440418,5.832926212
Low income,LIC,756.62377,..,1.136052394,2103.576475,..,1.36E+12,14.21378994,2.86909425,3.218121574,42.31045874,29.12683087,..
Lower middle income,LMC,2027.120032,..,2.362587329,7650.778276,..,2.48E+13,14.96552038,3.017988072,5.699559808,131.8004828,11.56867593,5.242941183
Middle East & North Africa,MEA,6378.294356,..,-0.206680706,17255.49329,..,7.84E+12,12.67881966,1.048834037,5.308388823,40.715448,8.570280373,..
Middle East & North Africa (excluding high income),MNA,..,..,-0.303910144,11353.77737,..,4.36E+12,14.46348,2.478578852,5.50214556,45.10297118,9.311632827,..
Middle East & North Africa (IDA & IBRD countries),TMN,..,..,-0.293641479,11413.9159,..,4.32E+12,13.05174017,3.005389494,5.530502182,44.59145459,9.311632827,..
Middle income,MIC,4288.074307,..,2.945444341,12125.04559,..,6.88E+13,14.31143522,2.610571828,7.824168247,73.66797937,8.168814194,5.801789706
North America,NAC,50430.2375,..,1.689438693,63475.50692,..,2.35E+13,..,1.88073955,16.3573976,20.20613928,2.5,3.891093624
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,31278.42034,..,1.226084114,45977.13997,..,6.31E+13,..,1.740712679,17.07904588,38.4482632,3.037681257,5.389713479
Other small states,OSS,..,..,0.224727063,23666.31938,..,7.18E+11,14.75605345,1.642060018,5.57440734,15.43698156,15.6056925,..
Pacific island small states,PSS,..,..,-0.687483334,7635.37064,..,18533307900,..,1.359307405,4.62755305,38.84455183,9.814281496,..
Post-demographic dividend,PST,36074.122,..,1.420351076,50840.01474,..,5.72E+13,..,1.619631902,19.29273027,35.51139362,2.542991012,4.979316646
Pre-demographic dividend,PRE,1255.324122,..,0.412166518,3702.335622,..,3.39E+12,14.21378994,2.377587328,2.768233782,46.52694848,20.91337722,..
Small states,SST,..,..,0.306138667,21475.95632,..,8.56E+11,14.75605345,1.46798976,6.127287136,16.49807124,13.30139359,..
South Asia,SAS,1637.826603,..,2.70693016,6638.476503,..,1.21E+13,11.4677248,3.628949659,5.99390487,384.848819,14.19369834,5.204660004
South Asia (IDA & IBRD),TSA,1637.826603,..,2.70693016,6638.476503,..,1.21E+13,11.4677248,3.628949659,5.99390487,384.848819,14.19369834,5.204660004
Sub-Saharan Africa,SSF,1376.565682,..,-0.101357905,4024.566997,..,4.31E+12,14.61312723,2.77698537,3.00411483,46.3337884,19.70844751,..
Sub-Saharan Africa (excluding high income),SSA,1375.566148,..,-0.101980038,4022.222217,..,4.31E+12,14.61312723,2.781106312,3.00369135,46.33059418,19.70844751,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,1376.565682,..,-0.101357905,4024.566997,..,4.31E+12,14.61312723,2.77698537,3.00411483,46.3337884,19.70844751,..
Upper middle income,UMC,7271.836176,..,3.490765795,18017.14379,..,4.40E+13,14.13446045,2.087230892,10.63047979,46.56300709,3.698718395,6.262960603
World,WLD,8957.190313,..,1.531947169,17627.65986,..,1.35E+14,14.13446045,2.186901545,9.102654331,59.11512333,8,5.616800648
